date,fishing_zone,com_management_action,rec_management_action,zone_1,zone_2,zone_3,zone_4,zone_5,zone_6
02/21/2020,1,Open,,,,,,,
02/21/2020,2,Open,,,,,,,
02/21/2020,3,Open,,,,,,,
02/21/2020,4,Open,,,,,,,
02/21/2020,5,Open,,,,,,,
02/21/2020,6,Open,,,,,,,
02/22/2020,1,Open,,,,,,,
02/22/2020,2,Open,,,,,,,
02/22/2020,3,Open,,,,,,,
02/22/2020,4,Open,,,,,,,
02/22/2020,5,Open,,,,,,,
02/22/2020,6,Open,,,,,,,
02/23/2020,1,Open,,,,,,,
02/23/2020,2,Open,,,,,,,
02/23/2020,3,Open,,,,,,,
02/23/2020,4,Open,,,,,,,
02/23/2020,5,Open,,,,,,,
02/23/2020,6,Open,,,,,,,
02/24/2020,1,Open,,,,,,,
02/24/2020,2,Open,,,,,,,
02/24/2020,3,Open,,,,,,,
02/24/2020,4,Open,,,,,,,
02/24/2020,5,Open,,,,,,,
02/24/2020,6,Open,,,,,,,
02/25/2020,1,Open,,,,,,,
02/25/2020,2,Open,,,,,,,
02/25/2020,3,Open,,,,,,,
02/25/2020,4,Open,,,,,,,
02/25/2020,5,Open,,,,,,,
02/25/2020,6,Open,,,,,,,
02/26/2020,1,Open,,,,,,,
02/26/2020,2,Open,,,,,,,
02/26/2020,3,Open,,,,,,,
02/26/2020,4,Open,,,,,,,
02/26/2020,5,Open,,,,,,,
02/26/2020,6,Open,,,,,,,
02/27/2020,1,Open,,,,,,,
02/27/2020,2,Open,,,,,,,
02/27/2020,3,Open,,,,,,,
02/27/2020,4,Open,,,,,,,
02/27/2020,5,Open,,,,,,,
02/27/2020,6,Open,,,,,,,
02/28/2020,1,Open,,,,,,,
02/28/2020,2,Open,,,,,,,
02/28/2020,3,Open,,,,,,,
02/28/2020,4,Open,,,,,,,
02/28/2020,5,Open,,,,,,,
02/28/2020,6,Open,,,,,,,
02/29/2020,1,Open,,,,,,,
02/29/2020,2,Open,,,,,,,
02/29/2020,3,Open,,,,,,,
02/29/2020,4,Open,,,,,,,
02/29/2020,5,Open,,,,,,,
02/29/2020,6,Open,,,,,,,
03/01/2020,1,Open,,,,,,,
03/01/2020,2,Open,,,,,,,
03/01/2020,3,Open,,,,,,,
03/01/2020,4,Open,,,,,,,
03/01/2020,5,Open,,,,,,,
03/01/2020,6,Open,,,,,,,
03/02/2020,1,Open,,,,,,,
03/02/2020,2,Open,,,,,,,
03/02/2020,3,Open,,,,,,,
03/02/2020,4,Open,,,,,,,
03/02/2020,5,Open,,,,,,,
03/02/2020,6,Open,,,,,,,
03/03/2020,1,Open,,,,,,,
03/03/2020,2,Open,,,,,,,
03/03/2020,3,Open,,,,,,,
03/03/2020,4,Open,,,,,,,
03/03/2020,5,Open,,,,,,,
03/03/2020,6,Open,,,,,,,
03/04/2020,1,Open,,,,,,,
03/04/2020,2,Open,,,,,,,
03/04/2020,3,Open,,,,,,,
03/04/2020,4,Open,,,,,,,
03/04/2020,5,Open,,,,,,,
03/04/2020,6,Open,,,,,,,
03/05/2020,1,Open,,,,,,,
03/05/2020,2,Open,,,,,,,
03/05/2020,3,Open,,,,,,,
03/05/2020,4,Open,,,,,,,
03/05/2020,5,Open,,,,,,,
03/05/2020,6,Open,,,,,,,
03/06/2020,1,Open,,,,,,,
03/06/2020,2,Open,,,,,,,
03/06/2020,3,Open,,,,,,,
03/06/2020,4,Open,,,,,,,
03/06/2020,5,Open,,,,,,,
03/06/2020,6,Open,,,,,,,
03/07/2020,1,Open,,,,,,,
03/07/2020,2,Open,,,,,,,
03/07/2020,3,Open,,,,,,,
03/07/2020,4,Open,,,,,,,
03/07/2020,5,Open,,,,,,,
03/07/2020,6,Open,,,,,,,
03/08/2020,1,Open,,,,,,,
03/08/2020,2,Open,,,,,,,
03/08/2020,3,Open,,,,,,,
03/08/2020,4,Open,,,,,,,
03/08/2020,5,Open,,,,,,,
03/08/2020,6,Open,,,,,,,
03/09/2020,1,Open,,,,,,,
03/09/2020,2,Open,,,,,,,
03/09/2020,3,Open,,,,,,,
03/09/2020,4,Open,,,,,,,
03/09/2020,5,Open,,,,,,,
03/09/2020,6,Open,,,,,,,
03/10/2020,1,Open,,,,,,,
03/10/2020,2,Open,,,,,,,
03/10/2020,3,Open,,,,,,,
03/10/2020,4,Open,,,,,,,
03/10/2020,5,Open,,,,,,,
03/10/2020,6,Open,,,,,,,
03/11/2020,1,Open,,,,,,,
03/11/2020,2,Open,,,,,,,
03/11/2020,3,Open,,,,,,,
03/11/2020,4,Open,,,,,,,
03/11/2020,5,Open,,,,,,,
03/11/2020,6,Open,,,,,,,
03/12/2020,1,Open,,,,,,,
03/12/2020,2,Open,,,,,,,
03/12/2020,3,Open,,,,,,,
03/12/2020,4,Open,,,,,,,
03/12/2020,5,Open,,,,,,,
03/12/2020,6,Open,,,,,,,
03/13/2020,1,Open,,,,,,,
03/13/2020,2,Open,,,,,,,
03/13/2020,3,Open,,,,,,,
03/13/2020,4,Open,,,,,,,
03/13/2020,5,Open,,,,,,,
03/13/2020,6,Open,,,,,,,
03/14/2020,1,Open,,,,,,,
03/14/2020,2,Open,,,,,,,
03/14/2020,3,Open,,,,,,,
03/14/2020,4,Open,,,,,,,
03/14/2020,5,Open,,,,,,,
03/14/2020,6,Open,,,,,,,
03/15/2020,1,Open,,,,,,,
03/15/2020,2,Open,,,,,,,
03/15/2020,3,Open,,,,,,,
03/15/2020,4,Open,,,,,,,
03/15/2020,5,Open,,,,,,,
03/15/2020,6,Open,,,,,,,
03/16/2020,1,Open,,,,,,,
03/16/2020,2,Open,,,,,,,
03/16/2020,3,Open,,,,,,,
03/16/2020,4,Open,,,,,,,
03/16/2020,5,Open,,,,,,,
03/16/2020,6,Open,,,,,,,
03/17/2020,1,Open,,,,,,,
03/17/2020,2,Open,,,,,,,
03/17/2020,3,Open,,,,,,,
03/17/2020,4,Open,,,,,,,
03/17/2020,5,Open,,,,,,,
03/17/2020,6,Open,,,,,,,
03/18/2020,1,Open,,,,,,,
03/18/2020,2,Open,,,,,,,
03/18/2020,3,Open,,,,,,,
03/18/2020,4,Open,,,,,,,
03/18/2020,5,Open,,,,,,,
03/18/2020,6,Open,,,,,,,
03/19/2020,1,Open,,,,,,,
03/19/2020,2,Open,,,,,,,
03/19/2020,3,Open,,,,,,,
03/19/2020,4,Open,,,,,,,
03/19/2020,5,Open,,,,,,,
03/19/2020,6,Open,,,,,,,
03/20/2020,1,Open,,,,,,,
03/20/2020,2,Open,,,,,,,
03/20/2020,3,Open,,,,,,,
03/20/2020,4,Open,,,,,,,
03/20/2020,5,Open,,,,,,,
03/20/2020,6,Open,,,,,,,
03/21/2020,1,Open,,,,,,,
03/21/2020,2,Open,,,,,,,
03/21/2020,3,Open,,,,,,,
03/21/2020,4,Open,,,,,,,
03/21/2020,5,Open,,,,,,,
03/21/2020,6,Open,,,,,,,
03/22/2020,1,Open,,,,,,,
03/22/2020,2,Open,,,,,,,
03/22/2020,3,Open,,,,,,,
03/22/2020,4,Open,,,,,,,
03/22/2020,5,Open,,,,,,,
03/22/2020,6,Open,,,,,,,
03/23/2020,1,Open,,,,,,,
03/23/2020,2,Open,,,,,,,
03/23/2020,3,Open,,,,,,,
03/23/2020,4,Open,,,,,,,
03/23/2020,5,Open,,,,,,,
03/23/2020,6,Open,,,,,,,
03/24/2020,1,Open,,,,,,,
03/24/2020,2,Open,,,,,,,
03/24/2020,3,Open,,,,,,,
03/24/2020,4,Open,,,,,,,
03/24/2020,5,Open,,,,,,,
03/24/2020,6,Open,,,,,,,
03/25/2020,1,Open,,,,,,,
03/25/2020,2,Open,,,,,,,
03/25/2020,3,Open,,,,,,,
03/25/2020,4,Open,,,,,,,
03/25/2020,5,Open,,,,,,,
03/25/2020,6,Open,,,,,,,
03/26/2020,1,Open,,,,,,,
03/26/2020,2,Open,,,,,,,
03/26/2020,3,Open,,,,,,,
03/26/2020,4,Open,,,,,,,
03/26/2020,5,Open,,,,,,,
03/26/2020,6,Open,,,,,,,
03/27/2020,1,Open,,,,,,,
03/27/2020,2,Open,,,,,,,
03/27/2020,3,Open,,,,,,,
03/27/2020,4,Open,,,,,,,
03/27/2020,5,Open,,,,,,,
03/27/2020,6,Open,,,,,,,
03/28/2020,1,Open,,,,,,,
03/28/2020,2,Open,,,,,,,
03/28/2020,3,Open,,,,,,,
03/28/2020,4,Open,,,,,,,
03/28/2020,5,Open,,,,,,,
03/28/2020,6,Open,,,,,,,
03/29/2020,1,Open,,,,,,,
03/29/2020,2,Open,,,,,,,
03/29/2020,3,Open,,,,,,,
03/29/2020,4,Open,,,,,,,
03/29/2020,5,Open,,,,,,,
03/29/2020,6,Open,,,,,,,
03/30/2020,1,Open,,,,,,,
03/30/2020,2,Open,,,,,,,
03/30/2020,3,Open,,,,,,,
03/30/2020,4,Open,,,,,,,
03/30/2020,5,Open,,,,,,,
03/30/2020,6,Open,,,,,,,
03/31/2020,1,Open,,,,,,,
03/31/2020,2,Open,,,,,,,
03/31/2020,3,Open,,,,,,,
03/31/2020,4,Open,,,,,,,
03/31/2020,5,Open,,,,,,,
03/31/2020,6,Open,,,,,,,
04/01/2020,1,Open,,,,,,,
04/01/2020,2,Open,,,,,,,
04/01/2020,3,Open,,,,,,,
04/01/2020,4,Open,,,,,,,
04/01/2020,5,Open,,,,,,,
04/01/2020,6,Open,,,,,,,
04/02/2020,1,Open,,,,,,,
04/02/2020,2,Open,,,,,,,
04/02/2020,3,Open,,,,,,,
04/02/2020,4,Open,,,,,,,
04/02/2020,5,Open,,,,,,,
04/02/2020,6,Open,,,,,,,
04/03/2020,1,Open,,,,,,,
04/03/2020,2,Open,,,,,,,
04/03/2020,3,Open,,,,,,,
04/03/2020,4,Open,,,,,,,
04/03/2020,5,Open,,,,,,,
04/03/2020,6,Open,,,,,,,
04/04/2020,1,Open,,,,,,,
04/04/2020,2,Open,,,,,,,
04/04/2020,3,Open,,,,,,,
04/04/2020,4,Open,,,,,,,
04/04/2020,5,Open,,,,,,,
04/04/2020,6,Open,,,,,,,
04/05/2020,1,Open,,,,,,,
04/05/2020,2,Open,,,,,,,
04/05/2020,3,Open,,,,,,,
04/05/2020,4,Open,,,,,,,
04/05/2020,5,Open,,,,,,,
04/05/2020,6,Open,,,,,,,
04/06/2020,1,Open,,,,,,,
04/06/2020,2,Open,,,,,,,
04/06/2020,3,Open,,,,,,,
04/06/2020,4,Open,,,,,,,
04/06/2020,5,Open,,,,,,,
04/06/2020,6,Open,,,,,,,
04/07/2020,1,Open,,,,,,,
04/07/2020,2,Open,,,,,,,
04/07/2020,3,Open,,,,,,,
04/07/2020,4,Open,,,,,,,
04/07/2020,5,Open,,,,,,,
04/07/2020,6,Open,,,,,,,
04/08/2020,1,Open,,,,,,,
04/08/2020,2,Open,,,,,,,
04/08/2020,3,Open,,,,,,,
04/08/2020,4,Open,,,,,,,
04/08/2020,5,Open,,,,,,,
04/08/2020,6,Open,,,,,,,
04/09/2020,1,Open,,,,,,,
04/09/2020,2,Open,,,,,,,
04/09/2020,3,Open,,,,,,,
04/09/2020,4,Open,,,,,,,
04/09/2020,5,Open,,,,,,,
04/09/2020,6,Open,,,,,,,
04/10/2020,1,Open,,,,,,,
04/10/2020,2,Open,,,,,,,
04/10/2020,3,Open,,,,,,,
04/10/2020,4,Open,,,,,,,
04/10/2020,5,Open,,,,,,,
04/10/2020,6,Open,,,,,,,
04/11/2020,1,Open,,,,,,,
04/11/2020,2,Open,,,,,,,
04/11/2020,3,Open,,,,,,,
04/11/2020,4,Open,,,,,,,
04/11/2020,5,Open,,,,,,,
04/11/2020,6,Open,,,,,,,
04/12/2020,1,Open,,,,,,,
04/12/2020,2,Open,,,,,,,
04/12/2020,3,Open,,,,,,,
04/12/2020,4,Open,,,,,,,
04/12/2020,5,Open,,,,,,,
04/12/2020,6,Open,,,,,,,
04/13/2020,1,Open,,,,,,,
04/13/2020,2,Open,,,,,,,
04/13/2020,3,Open,,,,,,,
04/13/2020,4,Open,,,,,,,
04/13/2020,5,Open,,,,,,,
04/13/2020,6,Open,,,,,,,
04/14/2020,1,Open,,,,,,,
04/14/2020,2,Open,,,,,,,
04/14/2020,3,Open,,,,,,,
04/14/2020,4,Open,,,,,,,
04/14/2020,5,Open,,,,,,,
04/14/2020,6,Open,,,,,,,
04/15/2020,1,Open,,,,,,,
04/15/2020,2,Open,,,,,,,
04/15/2020,3,Open,,,,,,,
04/15/2020,4,Open,,,,,,,
04/15/2020,5,Open,,,,,,,
04/15/2020,6,Open,,,,,,,
04/16/2020,1,Open,,,,,,,
04/16/2020,2,Open,,,,,,,
04/16/2020,3,Open,,,,,,,
04/16/2020,4,Open,,,,,,,
04/16/2020,5,Open,,,,,,,
04/16/2020,6,Open,,,,,,,
04/17/2020,1,Open,,,,,,,
04/17/2020,2,Open,,,,,,,
04/17/2020,3,Open,,,,,,,
04/17/2020,4,Open,,,,,,,
04/17/2020,5,Open,,,,,,,
04/17/2020,6,Open,,,,,,,
04/18/2020,1,Open,,,,,,,
04/18/2020,2,Open,,,,,,,
04/18/2020,3,Open,,,,,,,
04/18/2020,4,Open,,,,,,,
04/18/2020,5,Open,,,,,,,
04/18/2020,6,Open,,,,,,,
04/19/2020,1,Open,,,,,,,
04/19/2020,2,Open,,,,,,,
04/19/2020,3,Open,,,,,,,
04/19/2020,4,Open,,,,,,,
04/19/2020,5,Open,,,,,,,
04/19/2020,6,Open,,,,,,,
04/20/2020,1,Open,,,,,,,
04/20/2020,2,Open,,,,,,,
04/20/2020,3,Open,,,,,,,
04/20/2020,4,Open,,,,,,,
04/20/2020,5,Open,,,,,,,
04/20/2020,6,Open,,,,,,,
04/21/2020,1,Open,,,,,,,
04/21/2020,2,Open,,,,,,,
04/21/2020,3,Open,,,,,,,
04/21/2020,4,Open,,,,,,,
04/21/2020,5,Open,,,,,,,
04/21/2020,6,Open,,,,,,,
04/22/2020,1,Open,,,,,,,
04/22/2020,2,Open,,,,,,,
04/22/2020,3,Open,,,,,,,
04/22/2020,4,Open,,,,,,,
04/22/2020,5,Open,,,,,,,
04/22/2020,6,Open,,,,,,,
04/23/2020,1,Open,,,,,,,
04/23/2020,2,Open,,,,,,,
04/23/2020,3,Open,,,,,,,
04/23/2020,4,Open,,,,,,,
04/23/2020,5,Open,,,,,,,
04/23/2020,6,Open,,,,,,,
04/24/2020,1,Open,,,,,,,
04/24/2020,2,Open,,,,,,,
04/24/2020,3,Open,,,,,,,
04/24/2020,4,Open,,,,,,,
04/24/2020,5,Open,,,,,,,
04/24/2020,6,Open,,,,,,,
04/25/2020,1,Open,,,,,,,
04/25/2020,2,Open,,,,,,,
04/25/2020,3,Open,,,,,,,
04/25/2020,4,Open,,,,,,,
04/25/2020,5,Open,,,,,,,
04/25/2020,6,Open,,,,,,,
04/26/2020,1,Open,,,,,,,
04/26/2020,2,Open,,,,,,,
04/26/2020,3,Open,,,,,,,
04/26/2020,4,Open,,,,,,,
04/26/2020,5,Open,,,,,,,
04/26/2020,6,Open,,,,,,,
04/27/2020,1,Open,,,,,,,
04/27/2020,2,Open,,,,,,,
04/27/2020,3,Open,,,,,,,
04/27/2020,4,Open,,,,,,,
04/27/2020,5,Open,,,,,,,
04/27/2020,6,Open,,,,,,,
04/28/2020,1,Open,,,,,,,
04/28/2020,2,Open,,,,,,,
04/28/2020,3,Open,,,,,,,
04/28/2020,4,Open,,,,,,,
04/28/2020,5,Open,,,,,,,
04/28/2020,6,Open,,,,,,,
04/29/2020,1,Open,,,,,,,
04/29/2020,2,Open,,,,,,,
04/29/2020,3,Open,,,,,,,
04/29/2020,4,Open,,,,,,,
04/29/2020,5,Open,,,,,,,
04/29/2020,6,Open,,,,,,,
04/30/2020,1,Open,,,,,,,
04/30/2020,2,Open,,,,,,,
04/30/2020,3,Open,,,,,,,
04/30/2020,4,Open,,,,,,,
04/30/2020,5,Open,,,,,,,
04/30/2020,6,Open,,,,,,,
05/01/2020,1,Open,,,,,,,
05/01/2020,2,Open,,,,,,,
05/01/2020,3,Open,,,,,,,
05/01/2020,4,Open,,,,,,,
05/01/2020,5,Open,,,,,,,
05/01/2020,6,Open,,,,,,,
05/02/2020,1,Open,,,,,,,
05/02/2020,2,Open,,,,,,,
05/02/2020,3,Open,,,,,,,
05/02/2020,4,Open,,,,,,,
05/02/2020,5,Open,,,,,,,
05/02/2020,6,Open,,,,,,,
05/03/2020,1,Open,,,,,,,
05/03/2020,2,Open,,,,,,,
05/03/2020,3,Open,,,,,,,
05/03/2020,4,Open,,,,,,,
05/03/2020,5,Open,,,,,,,
05/03/2020,6,Open,,,,,,,
05/04/2020,1,Open,,,,,,,
05/04/2020,2,Open,,,,,,,
05/04/2020,3,Open,,,,,,,
05/04/2020,4,Open,,,,,,,
05/04/2020,5,Open,,,,,,,
05/04/2020,6,Open,,,,,,,
05/05/2020,1,Open,,,,,,,
05/05/2020,2,Open,,,,,,,
05/05/2020,3,Open,,,,,,,
05/05/2020,4,Open,,,,,,,
05/05/2020,5,Open,,,,,,,
05/05/2020,6,Open,,,,,,,
05/06/2020,1,Open,,,,,,,
05/06/2020,2,Open,,,,,,,
05/06/2020,3,Open,,,,,,,
05/06/2020,4,Open,,,,,,,
05/06/2020,5,Open,,,,,,,
05/06/2020,6,Open,,,,,,,
05/07/2020,1,Open,,,,,,,
05/07/2020,2,Open,,,,,,,
05/07/2020,3,Open,,,,,,,
05/07/2020,4,Open,,,,,,,
05/07/2020,5,Open,,,,,,,
05/07/2020,6,Open,,,,,,,
05/08/2020,1,Open,,,,,,,
05/08/2020,2,Open,,,,,,,
05/08/2020,3,Open,,,,,,,
05/08/2020,4,Open,,,,,,,
05/08/2020,5,Open,,,,,,,
05/08/2020,6,Open,,,,,,,
05/09/2020,1,Open,,,,,,,
05/09/2020,2,Open,,,,,,,
05/09/2020,3,Open,,,,,,,
05/09/2020,4,Open,,,,,,,
05/09/2020,5,Open,,,,,,,
05/09/2020,6,Open,,,,,,,
05/10/2020,1,Open,,,,,,,
05/10/2020,2,Open,,,,,,,
05/10/2020,3,Open,,,,,,,
05/10/2020,4,Open,,,,,,,
05/10/2020,5,Open,,,,,,,
05/10/2020,6,Open,,,,,,,
05/11/2020,1,Open,,,,,,,
05/11/2020,2,Open,,,,,,,
05/11/2020,3,Open,,,,,,,
05/11/2020,4,Open,,,,,,,
05/11/2020,5,Open,,,,,,,
05/11/2020,6,Open,,,,,,,
05/12/2020,1,Open,,,,,,,
05/12/2020,2,Open,,,,,,,
05/12/2020,3,Open,,,,,,,
05/12/2020,4,Open,,,,,,,
05/12/2020,5,Open,,,,,,,
05/12/2020,6,Open,,,,,,,
05/13/2020,1,Open,,,,,,,
05/13/2020,2,Open,,,,,,,
05/13/2020,3,Open,,,,,,,
05/13/2020,4,Open,,,,,,,
05/13/2020,5,Open,,,,,,,
05/13/2020,6,Open,,,,,,,
05/14/2020,1,Open,,,,,,,
05/14/2020,2,Open,,,,,,,
05/14/2020,3,Open,,,,,,,
05/14/2020,4,Open,,,,,,,
05/14/2020,5,Open,,,,,,,
05/14/2020,6,Open,,,,,,,
05/15/2020,1,Open,,,,,,,
05/15/2020,2,Open,,,,,,,
05/15/2020,3,Open,,,,,,,
05/15/2020,4,Open,,,,,,,
05/15/2020,5,Open,,,,,,,
05/15/2020,6,Open,,,,,,,
05/16/2020,1,Open,,,,,,,
05/16/2020,2,Open,,,,,,,
05/16/2020,3,Closed,,,,H,H,,
05/16/2020,4,Closed,,,,H,H,,
05/16/2020,5,Closed,,,,H,H,,
05/16/2020,6,Closed,,,,H,H,,
05/17/2020,1,Open,,,,,,,
05/17/2020,2,Open,,,,,,,
05/17/2020,3,Closed,,,,H,H,,
05/17/2020,4,Closed,,,,H,H,,
05/17/2020,5,Closed,,,,H,H,,
05/17/2020,6,Closed,,,,H,H,,
05/18/2020,1,Open,,,,,,,
05/18/2020,2,Open,,,,,,,
05/18/2020,3,Closed,,,,H,H,,
05/18/2020,4,Closed,,,,H,H,,
05/18/2020,5,Closed,,,,H,H,,
05/18/2020,6,Closed,,,,H,H,,
05/19/2020,1,Open,,,,,,,
05/19/2020,2,Open,,,,,,,
05/19/2020,3,Closed,,,,H,H,,
05/19/2020,4,Closed,,,,H,H,,
05/19/2020,5,Closed,,,,H,H,,
05/19/2020,6,Closed,,,,H,H,,
05/20/2020,1,Open,,,,,,,
05/20/2020,2,Open,,,,,,,
05/20/2020,3,Closed,,,,H,H,,
05/20/2020,4,Closed,,,,H,H,,
05/20/2020,5,Closed,,,,H,H,,
05/20/2020,6,Closed,,,,H,H,,
05/21/2020,1,Open,,,,,,,
05/21/2020,2,Open,,,,,,,
05/21/2020,3,Closed,,,,H,H,,
05/21/2020,4,Closed,,,,H,H,,
05/21/2020,5,Closed,,,,H,H,,
05/21/2020,6,Closed,,,,H,H,,
05/22/2020,1,Open,,,,,,,
05/22/2020,2,Open,,,,,,,
05/22/2020,3,Closed,,,,H,H,,
05/22/2020,4,Closed,,,,H,H,,
05/22/2020,5,Closed,,,,H,H,,
05/22/2020,6,Closed,,,,H,H,,
05/23/2020,1,Open,,,,,,,
05/23/2020,2,Open,,,,,,,
05/23/2020,3,Closed,,,,H,H,,
05/23/2020,4,Closed,,,,H,H,,
05/23/2020,5,Closed,,,,H,H,,
05/23/2020,6,Closed,,,,H,H,,
05/24/2020,1,Open,,,,,,,
05/24/2020,2,Open,,,,,,,
05/24/2020,3,Closed,,,,H,H,,
05/24/2020,4,Closed,,,,H,H,,
05/24/2020,5,Closed,,,,H,H,,
05/24/2020,6,Closed,,,,H,H,,
05/25/2020,1,Open,,,,,,,
05/25/2020,2,Open,,,,,,,
05/25/2020,3,Closed,,,,H,H,,
05/25/2020,4,Closed,,,,H,H,,
05/25/2020,5,Closed,,,,H,H,,
05/25/2020,6,Closed,,,,H,H,,
05/26/2020,1,Open,,,,,,,
05/26/2020,2,Open,,,,,,,
05/26/2020,3,Closed,,,,H,H,,
05/26/2020,4,Closed,,,,H,H,,
05/26/2020,5,Closed,,,,H,H,,
05/26/2020,6,Closed,,,,H,H,,
05/27/2020,1,Open,,,,,,,
05/27/2020,2,Open,,,,,,,
05/27/2020,3,Closed,,,,H,H,,
05/27/2020,4,Closed,,,,H,H,,
05/27/2020,5,Closed,,,,H,H,,
05/27/2020,6,Closed,,,,H,H,,
05/28/2020,1,Open,,,,,,,
05/28/2020,2,Open,,,,,,,
05/28/2020,3,Closed,,,,H,H,,
05/28/2020,4,Closed,,,,H,H,,
05/28/2020,5,Closed,,,,H,H,,
05/28/2020,6,Closed,,,,H,H,,
05/29/2020,1,Open,,,,,,,
05/29/2020,2,Open,,,,,,,
05/29/2020,3,Closed,,,,H,H,,
05/29/2020,4,Closed,,,,H,H,,
05/29/2020,5,Closed,,,,H,H,,
05/29/2020,6,Closed,,,,H,H,,
05/30/2020,1,Open,,,,,,,
05/30/2020,2,Open,,,,,,,
05/30/2020,3,Closed,,,,H,H,,
05/30/2020,4,Closed,,,,H,H,,
05/30/2020,5,Closed,,,,H,H,,
05/30/2020,6,Closed,,,,H,H,,
05/31/2020,1,Open,,,,,,,
05/31/2020,2,Open,,,,,,,
05/31/2020,3,Closed,,,,H,H,,
05/31/2020,4,Closed,,,,H,H,,
05/31/2020,5,Closed,,,,H,H,,
05/31/2020,6,Closed,,,,H,H,,
06/01/2020,1,Open,,,,,,,
06/01/2020,2,Open,,,,,,,
06/01/2020,3,Closed,,,,H,H,,
06/01/2020,4,Closed,,,,H,H,,
06/01/2020,5,Closed,,,,H,H,,
06/01/2020,6,Closed,,,,H,H,,
06/02/2020,1,Open,,,,,,,
06/02/2020,2,Open,,,,,,,
06/02/2020,3,Closed,,,,H,H,,
06/02/2020,4,Closed,,,,H,H,,
06/02/2020,5,Closed,,,,H,H,,
06/02/2020,6,Closed,,,,H,H,,
06/03/2020,1,Open,,,,,,,
06/03/2020,2,Open,,,,,,,
06/03/2020,3,Closed,,,,H,H,,
06/03/2020,4,Closed,,,,H,H,,
06/03/2020,5,Closed,,,,H,H,,
06/03/2020,6,Closed,,,,H,H,,
06/04/2020,1,Open,,,,,,,
06/04/2020,2,Open,,,,,,,
06/04/2020,3,Closed,,,,H,H,,
06/04/2020,4,Closed,,,,H,H,,
06/04/2020,5,Closed,,,,H,H,,
06/04/2020,6,Closed,,,,H,H,,
06/05/2020,1,Open,,,,,,,
06/05/2020,2,Open,,,,,,,
06/05/2020,3,Closed,,,,H,H,,
06/05/2020,4,Closed,,,,H,H,,
06/05/2020,5,Closed,,,,H,H,,
06/05/2020,6,Closed,,,,H,H,,
06/06/2020,1,Open,,,,,,,
06/06/2020,2,Open,,,,,,,
06/06/2020,3,Closed,,,,H,H,,
06/06/2020,4,Closed,,,,H,H,,
06/06/2020,5,Closed,,,,H,H,,
06/06/2020,6,Closed,,,,H,H,,
06/07/2020,1,Open,,,,,,,
06/07/2020,2,Open,,,,,,,
06/07/2020,3,Closed,,,,H,H,,
06/07/2020,4,Closed,,,,H,H,,
06/07/2020,5,Closed,,,,H,H,,
06/07/2020,6,Closed,,,,H,H,,
06/08/2020,1,Open,,,,,,,
06/08/2020,2,Open,,,,,,,
06/08/2020,3,Closed,,,,H,H,,
06/08/2020,4,Closed,,,,H,H,,
06/08/2020,5,Closed,,,,H,H,,
06/08/2020,6,Closed,,,,H,H,,
06/09/2020,1,Open,,,,,,,
06/09/2020,2,Open,,,,,,,
06/09/2020,3,Closed,,,,H,H,,
06/09/2020,4,Closed,,,,H,H,,
06/09/2020,5,Closed,,,,H,H,,
06/09/2020,6,Closed,,,,H,H,,
06/10/2020,1,Open,,,,,,,
06/10/2020,2,Open,,,,,,,
06/10/2020,3,Closed,,,,H,H,,
06/10/2020,4,Closed,,,,H,H,,
06/10/2020,5,Closed,,,,H,H,,
06/10/2020,6,Closed,,,,H,H,,
06/11/2020,1,Open,,,,,,,
06/11/2020,2,Open,,,,,,,
06/11/2020,3,Closed,,,,H,H,,
06/11/2020,4,Closed,,,,H,H,,
06/11/2020,5,Closed,,,,H,H,,
06/11/2020,6,Closed,,,,H,H,,
06/12/2020,1,Open,,,,,,,
06/12/2020,2,Open,,,,,,,
06/12/2020,3,Closed,,,,H,H,,
06/12/2020,4,Closed,,,,H,H,,
06/12/2020,5,Closed,,,,H,H,,
06/12/2020,6,Closed,,,,H,H,,
06/13/2020,1,Open,,,,,,,
06/13/2020,2,Open,,,,,,,
06/13/2020,3,Closed,,,,H,H,,
06/13/2020,4,Closed,,,,H,H,,
06/13/2020,5,Closed,,,,H,H,,
06/13/2020,6,Closed,,,,H,H,,
06/14/2020,1,Open,,,,,,,
06/14/2020,2,Open,,,,,,,
06/14/2020,3,Closed,,,,H,H,,
06/14/2020,4,Closed,,,,H,H,,
06/14/2020,5,Closed,,,,H,H,,
06/14/2020,6,Closed,,,,H,H,,
06/15/2020,1,Open,,,,,,,
06/15/2020,2,Open,,,,,,,
06/15/2020,3,Closed,,,,H,H,,
06/15/2020,4,Closed,,,,H,H,,
06/15/2020,5,Closed,,,,H,H,,
06/15/2020,6,Closed,,,,H,H,,
06/16/2020,1,Open,,,,,,,
06/16/2020,2,Open,,,,,,,
06/16/2020,3,Closed,,,,H,H,,
06/16/2020,4,Closed,,,,H,H,,
06/16/2020,5,Closed,,,,H,H,,
06/16/2020,6,Closed,,,,H,H,,
06/17/2020,1,Open,,,,,,,
06/17/2020,2,Open,,,,,,,
06/17/2020,3,Closed,,,,H,H,,
06/17/2020,4,Closed,,,,H,H,,
06/17/2020,5,Closed,,,,H,H,,
06/17/2020,6,Closed,,,,H,H,,
06/18/2020,1,Open,,,,,,,
06/18/2020,2,Open,,,,,,,
06/18/2020,3,Closed,,,,H,H,,
06/18/2020,4,Closed,,,,H,H,,
